html_path,html_title,md_match_count,best_score,match_type,best_md_path,best_md_title,all_matches
proof-explorer\mda-scorecards\PI_MDA-039-physics-of-coherence.html,Paper Intelligence: MDA-039-physics-of-coherence,24,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Physics.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md
proof-explorer\mda-scorecards\PI_MDA-040-statistical-synthesis.html,Paper Intelligence: MDA-040-statistical-synthesis,6,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-041-statistical-spine.html,Paper Intelligence: MDA-041-statistical-spine,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-042-amish-exception-THE-CLAIM.html,Paper Intelligence: MDA-042-amish-exception-THE-CLAIM,7,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-043-amish-proof-THE-PROOF.html,Paper Intelligence: MDA-043-amish-proof-THE-PROOF,7,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-044-amish-control-study-THE-METHOD.html,Paper Intelligence: MDA-044-amish-control-study-THE-METHOD,7,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-045-amish-control-group-THE-DATA.html,Paper Intelligence: MDA-045-amish-control-group-THE-DATA,8,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish_Control_Group.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-046-amish-demographics-THE-NUMBERS.html,Paper Intelligence: MDA-046-amish-demographics-THE-NUMBERS,7,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-047-amish-tech-filter-THE-FILTER.html,Paper Intelligence: MDA-047-amish-tech-filter-THE-FILTER,7,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-048-ordnung-algorithm-THE-MECHANISM.html,Paper Intelligence: MDA-048-ordnung-algorithm-THE-MECHANISM,6,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-049-coherence-factory-THE-SYNTHESIS.html,Paper Intelligence: MDA-049-coherence-factory-THE-SYNTHESIS,21,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md
proof-explorer\mda-scorecards\PI_MDA-050-jacob-2025.html,Paper Intelligence: MDA-050-jacob-2025,5,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\02.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\05.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-051-korea-experiment.html,Paper Intelligence: MDA-051-korea-experiment,7,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\experiment.md,experiment,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\experiment.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\experiment.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\05.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\experiment.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-052-individual-recovery.html,Paper Intelligence: MDA-052-individual-recovery,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\05.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-053-the-question.html,Paper Intelligence: MDA-053-the-question,6,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\05.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-054-way-back.html,Paper Intelligence: MDA-054-way-back,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md,Paper-,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\05.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-900-appendix-original-introduction.html,Paper Intelligence: MDA-900-appendix-original-introduction,11,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md,9,80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Intr.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Intr.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Introduction.md; 80:\\192.168.2.50\z obsidian\Production Vault\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Intr.md
proof-explorer\mda-scorecards\PI_MDA-901-appendix-america-index.html,Paper Intelligence: MDA-901-appendix-america-index,44,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\_STAGING\_INDEX.md,_INDEX,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\_STAGING\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\index.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\MASTER_EQUATION_10_LAWS\INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Biophysics\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Complex_Systems\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Consciousness\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Historical_Docs\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Mathematics\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Philosophy_Science\_INDEX.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Scripture\_INDEX.md
proof-explorer\mda-scorecards\PI_MDA-902-appendix-trans-domain-analysis.html,Paper Intelligence: MDA-902-appendix-trans-domain-analysis,11,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md,9,80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Analysis.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Analysis.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\02.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md; 80:\\192.168.2.50\z obsidian\Production Vault\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Analysis.md
proof-explorer\mda-scorecards\PI_MDA-903-appendix-series-home.html,Paper Intelligence: MDA-903-appendix-series-home,8,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md,9,80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\03.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md; 80:\\192.168.2.50\z obsidian\Production Vault\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-904-appendix-sample.html,Paper Intelligence: MDA-904-appendix-sample,8,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md,9,80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md; 80:\\192.168.2.50\z obsidian\Production Vault\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
proof-explorer\mda-scorecards\PI_MDA-905-appendix-timeline.html,Paper Intelligence: MDA-905-appendix-timeline,15,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Time .md,Time ,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Time .md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Time.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Timeline.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Timeline.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Time .md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Time.md
proof-explorer\mda-scorecards\PI_MDA-906-appendix-93-year-floor.html,Paper Intelligence: MDA-906-appendix-93-year-floor,8,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md,9,80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Paper-.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\06.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\appendix.md; 80:\\192.168.2.50\z obsidian\Production Vault\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Paper-.md
redirects\image-registry.html,Redirecting to Media Library…,0,,,,,
redirects\master-equation-explorer.html,Redirecting to Equation Explorer…,0,,,,,
redirects\theophysics-glossary.html,Redirecting to Glossary…,8,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\GLOSSARY.md,GLOSSARY,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\GLOSSARY.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\Glossary.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Glossary.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\Glossary.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Glossary.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\GLOSSARY.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Glossary.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Glossary.md
revolution-of-truth\drv-00-the-argument.html,De Revolutionibus Veritatis | The Argument in One Page,0,,,,,
revolution-of-truth\drv-01-the-architecture.html,De Revolutionibus Veritatis | Book I: The Architecture,0,,,,,
revolution-of-truth\drv-02-the-lock.html,De Revolutionibus Veritatis | Book II: The Lock,0,,,,,
revolution-of-truth\drv-03-the-cost-of-denial.html,De Revolutionibus Veritatis | Book III: The Cost of Denial,0,,,,,
revolution-of-truth\drv-04-the-key.html,De Revolutionibus Veritatis | Book IV: The Key,0,,,,,
revolution-of-truth\drv-06-the-cycle.html,De Revolutionibus Veritatis | Book VI: The Cycle,0,,,,,
revolution-of-truth\index.html,De Revolutionibus Veritatis | On the Revolutions of Truth,0,,,,,
rigor\index.html,Rigor — Theophysics Measurement Framework,6,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\Hypothesis for Academic Rigor.md,Hypothesis for Academic Rigor,80:\\192.168.2.50\z obsidian\Opus\New Folder\Hypothesis for Academic Rigor.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Prompt Hypothesis for Academic Rigor.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2025-09-22_Bridging academic rigor and storytelling_1880.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2025-09-22_Synthesis of academic rigor_0550.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2025-11-10_Completing academic rigor across theophysics papers_2380.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2025-11-14_Theological rigor for the Logos Papers_2329.md
subdomains\components\audio-dock.html,audio-dock,0,,,,,
subdomains\components\audio-player-v3.html,audio-player-v3,0,,,,,
subdomains\equation\index-kimi.html,Master Equation — Theophysics,90,100,exact-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation.md,Master Equation,100:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation.md; 100:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Master Equation.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation_Canonical.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\cannon_math_proof_vectorize_20260518\MASTER_EQUATION_SYMBOL_LOCK.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\012_E2.1_Master-Equation-First-Form.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\135_A19.1_Master-Equation-Integration.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\146_E19.1_Full-Master-Equation.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_Canonical\MASTER_EQUATION_COMPUTATIONAL_VERIFICATION.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\01_Deuterocanonical_Standard\no_drift_master_equation_canonical.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_MATH_APPENDIX\Master Equation Appendix.md
subdomains\equation\index.html,Master Equation Explorer — Theophysics,2,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation.md,Master Equation,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Master Equation.md
subdomains\glossary\index-kimi.html,Theophysical Lexicon — Theophysics,5,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Lexicon.md,Lexicon,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Lexicon.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Lexicon.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Lexicon.md
subdomains\glossary\index.html,THEOPHYSICS — Glossary of the Fractured Substrate,22,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\GLOSSARY.md,GLOSSARY,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\GLOSSARY.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Physics.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Theophysics Glossary.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\06_NOTES\Theophysics_Glossary.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\Glossary.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Glossary.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\theophysics.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\06_NOTES\Theophysics_Glossary.md
subdomains\lean4\lean4-index.html,Lean 4 Formal Verification — Theophysics,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\06_NOTES\Lean 4.md,Lean 4,80:\\192.168.2.50\z obsidian\_Theophysics_v3\06_NOTES\Lean 4.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\06_NOTES\Lean 4.md
subdomains\media\index-kimi.html,Media Gallery — Theophysics,0,,,,,
